1	0.68436
1	0.68446
1	0.68461
1	0.68449
1	0.68447
1	0.68448
1	0.68454
1	0.68443
1	0.68449
1	0.68461
1	0.68429
1	0.6845
1	0.68444
1	0.68452
1	0.68459
1	0.68456
1	0.68442
1	0.68456
1	0.68469
1	0.68445
2	0.6349
2	0.63495
2	0.63481
2	0.63498
2	0.63497
2	0.63485
2	0.63501
2	0.63499
2	0.63491
2	0.63488
2	0.6349
2	0.63488
2	0.63504
2	0.63507
2	0.6349
2	0.63508
2	0.63491
2	0.63487
2	0.63507
2	0.63488
3	0.60418
3	0.60411
3	0.60424
3	0.60435
3	0.60421
3	0.60425
3	0.60417
3	0.60433
3	0.60414
3	0.60413
3	0.60415
3	0.60451
3	0.60423
3	0.60415
3	0.60415
3	0.6042
3	0.60453
3	0.60422
3	0.60404
3	0.60412
4	0.60366
4	0.60363
4	0.60368
4	0.60381
4	0.60368
4	0.6036
4	0.60364
4	0.60382
4	0.60336
4	0.60337
4	0.60378
4	0.60363
4	0.60353
4	0.60384
4	0.60363
4	0.60371
4	0.60365
4	0.60381
4	0.60362
4	0.60359
5	0.60655
5	0.60625
5	0.6034
5	0.60628
5	0.60631
5	0.60306
5	0.60312
5	0.60293
5	0.62038
5	0.60338
5	0.60297
5	0.60305
5	0.60359
5	0.60661
5	0.62086
5	0.61984
5	0.60322
5	0.62097
5	0.60309
5	0.60354
6	0.60561
6	0.60613
6	0.60561
6	0.6066
6	0.606
6	0.62298
6	0.60612
6	0.60478
6	0.60585
6	0.60672
6	0.62421
6	0.62394
6	0.60628
6	0.60639
6	0.60547
6	0.60471
6	0.60489
6	0.60478
6	0.60607
6	0.60593
7	0.6075
7	0.62587
7	0.60946
7	0.62906
7	0.60898
7	0.60776
7	0.60798
7	0.62723
7	0.60756
7	0.60919
7	0.62854
7	0.60818
7	0.60821
7	0.60648
7	0.6256
7	0.6276
7	0.60773
7	0.60794
7	0.60969
7	0.62593
8	0.61165
8	0.6325
8	0.63217
8	0.61182
8	0.63014
8	0.63029
8	0.61738
8	0.60971
8	0.61244
8	0.61654
8	0.61373
8	0.6149
8	0.61475
8	0.61436
8	0.61307
8	0.63463
8	0.61602
8	0.61138
8	0.6113
8	0.63407
9	0.61855
9	0.61917
9	0.63528
9	0.62177
9	0.6394
9	0.62191
9	0.6399
9	0.61968
9	0.62854
9	0.61671
9	0.63855
9	0.61485
9	0.61895
9	0.61689
9	0.66044
9	0.62046
9	0.61533
9	0.62387
9	0.61848
9	0.61745
10	0.62434
10	0.62599
10	0.64851
10	0.62616
10	0.65352
10	0.62287
10	0.62381
10	0.64481
10	0.62541
10	0.62872
10	0.64419
10	0.62601
10	0.6229
10	0.62206
10	0.65327
10	0.62438
10	0.62494
10	0.64389
10	0.6233
10	0.63203
