46	a550962-4368120-060520-256_I07.CEL	4914	Florida	24.986167	-80.4171	Pickles Reef	Florida	Pickles Reef	3
47	a550962-4368120-060520-256_I09.CEL	4949	Florida	25.014683	-80.416917	CRF	Florida	CRF	3
48	a550962-4368120-060520-256_I11.CEL	4964	Florida	24.692317	-80.97575	Grassy Key	Florida	Grassy Key	3
49	a550962-4368120-060520-256_I15.CEL	11409	Belize	17.8334333	-87.9923472	Coral Gardens	Belize	Coral Gardens	1
50	a550962-4368120-060520-256_I19.CEL	13829	Belize	16.88806	-87.75973	GloversAtoll	Belize	GloversAtoll	1
51	a550962-4368120-060520-256_K07.CEL	4919	Florida	24.951883	-80.491617	Patch Reef	Florida	Patch Reef	3
52	a550962-4368120-060520-256_K09.CEL	4951	Florida	24.813617	-80.666967	Lower Matecumbe	Florida	Lower Matecumbe	1
53	a550962-4368120-060520-256_K13.CEL	9577	Florida	25.39894	-80.16032	Biscayne National Park	Florida	Biscayne National Park	3
54	a550962-4368120-060520-256_K19.CEL	13839	Belize	16.88806	-87.75973	GloversAtoll	Belize	GloversAtoll	1
55	a550962-4368120-060520-256_K23.CEL	SIBM13_7	Florida	25.0179	-80.368617	Sandisland Blue x M13	Florida	Sandisland Blue x M13	3
56	a550962-4368120-060520-256_M05.CEL	4878	Florida	24.947083	-80.4659	Conch Reef	Florida	Conch Reef	3
57	a550962-4368120-060520-256_M07.CEL	4922	Florida	25.013717	-80.415	Patch Reef	Florida	Patch Reef	3
58	a550962-4368120-060520-256_M09.CEL	4952	Florida	24.821633	-80.65575	Lower Matecumbe	Florida	Lower Matecumbe	3
59	a550962-4368120-060520-256_M13.CEL	9607	Florida	25.42616	-80.14175	Biscayne National Park	Florida	Biscayne National Park	3
60	a550962-4368120-060520-256_M23.CEL	SIBM13_8	Florida	25.0179	-80.368617	Sandisland Blue x M13	Florida	Sandisland Blue x M13	3
61	a550962-4368120-060520-256_O05.CEL	4897	Florida	25.00275	-80.422917	Molasses Reef	Florida	Molasses Reef	3
62	a550962-4368120-060520-256_O07.CEL	4932	Florida	24.832183	-80.640767	Lower Matecumbe	Florida	Lower Matecumbe	3
63	a550962-4368120-060520-256_O09.CEL	4953	Florida	24.9524	-80.451133	Conch Reef	Florida	Conch Reef	3
64	a550962-4368120-060520-256_O13.CEL	9610	Florida	25.42616	-80.14175	Biscayne National Park	Florida	Biscayne National Park	3
65	a550962-4368120-060520-251_I01.CEL	RG Ac4	Tayrona	11.3213	-74.12826	Chengue	Colombia	Tayrona	4
66	a550962-4368120-060520-251_I03.CEL	RG Ac7	Tayrona	11.3213	-74.12826	Chengue	Colombia	Tayrona	4
67	a550962-4368120-060520-251_I07.CEL	RG Ac10	Tayrona	11.33625	-74.05276	Cinto	Colombia	Tayrona	4
68	a550962-4368120-060520-251_I09.CEL	RG Ac13	Rosario	10.18444	-75.73194	I. Grande	Colombia	Rosario	4
69	a550962-4368120-060520-251_I11.CEL	RG Ac16	Rosario	10.17194	-75.75527	Caribaru	Colombia	Rosario	4
70	a550962-4368120-060520-251_I13.CEL	RG Ac17	Rosario	10.17194	-75.75527	Caribaru	Colombia	Rosario	4
71	a550962-4368120-060520-251_I15.CEL	RG Ac19	Rosario	10.16962	-75.75046	Luis Guerra	Colombia	Rosario	4
72	a550962-4368120-060520-251_I17.CEL	RG Ac21	Rosario	10.16962	-75.75046	Luis Guerra	Colombia	Rosario	4
73	a550962-4368120-060520-251_I21.CEL	RG Ac24	Rosario	10.17306	-75.76778	Pavitos	Colombia	Rosario	4
74	a550962-4368120-060520-251_I23.CEL	RG Ac26	Rosario	10.17306	-75.76778	Pavitos	Colombia	Rosario	4
75	a550962-4368120-060520-251_K05.CEL	RG Ac31	San Bernardo	9.80222	-75.8194	Batea	Colombia	San Bernardo	4
76	a550962-4368120-060520-251_K07.CEL	RG Ac33	San Bernardo	9.81472	-75.85583	Bajo Hojuela	Colombia	San Bernardo	4
77	a550962-4368120-060520-251_K09.CEL	RG Ac35	San Bernardo	9.81472	-75.85583	Bajo Hojuela	Colombia	San Bernardo	4
78	a550962-4368120-060520-251_K11.CEL	RG Ac38	San Bernardo	9.75014	-75.86858	De los Santos	Colombia	San Bernardo	4
79	a550962-4368120-060520-251_K13.CEL	RG Ac41	San Bernardo	9.75014	-75.86858	De los Santos	Colombia	San Bernardo	4
80	a550962-4368120-060520-251_K15.CEL	RG Ac42	San Bernardo	9.80244	-75.81946	La Pared	Colombia	San Bernardo	4
81	a550962-4368120-060520-251_K17.CEL	RG Ac46	San Bernardo	9.80244	-75.81946	La Pared	Colombia	San Bernardo	4
82	a550962-4368120-060520-251_K19.CEL	RG Ac47	Urabá Gulf	8.64472	-77.33972	Bajo Naui	Colombia	Urabá Gulf	2
83	a550962-4368120-060520-251_K21.CEL	RG Ac49	Urabá Gulf	8.64472	-77.33972	Bajo Naui	Colombia	Urabá Gulf	4
84	a550962-4368120-060520-251_K23.CEL	RG Ac50	Urabá Gulf	8.64472	-77.33972	Bajo Naui	Colombia	Urabá Gulf	4
85	a550962-4368120-060520-251_M01.CEL	RG Ac51	Urabá Gulf	8.64017	-77.32317	Golfo de Uraba	Colombia	Urabá Gulf	2
86	a550962-4368120-060520-251_M03.CEL	RG Ac55	Urabá Gulf	8.67194	-77.35722	Cabo Tiburon	Colombia	Urabá Gulf	4
87	a550962-4368120-060520-251_M05.CEL	RG Ac56	Urabá Gulf	8.67194	-77.35722	Cabo Tiburon	Colombia	Urabá Gulf	4
88	a550962-4368120-060520-251_M09.CEL	RG Ac60	San Andrés	13.50027	-80.03194	Roncador	Colombia	San Andrés	2
89	a550962-4368120-060520-251_M11.CEL	RG Ac62	San Andrés	14.24861	-81.23861	Quita Sueño	Colombia	San Andrés	2
90	a550962-4368120-060520-251_M13.CEL	RG Ac64	San Andrés	14.24861	-81.23861	Quita Sueño	Colombia	San Andrés	2
91	a550962-4368120-060520-251_M15.CEL	RG Ac65	San Andrés	13.37777	-81.38666	Providencia	Colombia	San Andrés	2
92	a550962-4368120-060520-251_M17.CEL	RG Ac66	San Andrés	13.37777	-81.38666	Providencia	Colombia	San Andrés	2
93	a550962-4368120-060520-251_M19.CEL	RG Ac68	San Andrés	12.59528	-81.71111	West Point	Colombia	San Andrés	2
94	a550962-4368120-060520-251_M21.CEL	RG Ac71	San Andrés	12.59528	-81.71111	Cayo Bolivar	Colombia	San Andrés	2
95	a550962-4368120-060520-251_O01.CEL	RG Ac75	San Andrés	12.59528	-81.71111	Plaza de Toros	Colombia	San Andrés	2
96	a550962-4368120-060520-251_O03.CEL	RG Ac76	San Andrés	14.3625	-80.16138	Serrana	Colombia	San Andrés	2
97	a550962-4368120-060520-251_O05.CEL	RG Ac78	San Andrés	14.3625	-80.16138	Serrana	Colombia	San Andrés	2
98	a550962-4383627-121220-367_I09.CEL	RG Ac6	Tayrona	11.3213	-74.12826	Chengue	Colombia	Tayrona	4
99	a550962-4383627-121220-367_I13.CEL	RG Ac11	Rosario	10.18555	-75.73805	I. Fiesta	Colombia	Rosario	4
100	a550962-4383627-121220-367_I15.CEL	RG Ac12	Rosario	10.18444	-75.73194	I. Grande	Colombia	Rosario	4
101	a550962-4383627-121220-367_I17.CEL	RG Ac14	Rosario	10.17194	-75.75527	Caribaru	Colombia	Rosario	4
102	a550962-4383627-121220-367_I21.CEL	RG Ac18	Rosario	10.16962	-75.75046	Luis Guerra	Colombia	Rosario	4
103	a550962-4383627-121220-367_I23.CEL	RG Ac20	Rosario	10.16962	-75.75046	Luis Guerra	Colombia	Rosario	4
104	a550962-4383627-121220-367_K01.CEL	RG Ac22	Rosario	10.16962	-75.75046	Luis Guerra	Colombia	Rosario	4
105	a550962-4383627-121220-367_K07.CEL	RG Ac28	San Bernardo	9.70666	-75.85111	Ceicen	Colombia	San Bernardo	4
106	a550962-4383627-121220-367_K09.CEL	RG Ac32	San Bernardo	9.80222	-75.8194	Batea	Colombia	San Bernardo	4
107	a550962-4383627-121220-367_K15.CEL	RG Ac37	San Bernardo	9.75014	-75.86858	De los Santos	Colombia	San Bernardo	4
108	a550962-4383627-121220-367_K21.CEL	RG Ac43	San Bernardo	9.80244	-75.81946	La Pared	Colombia	San Bernardo	4
109	a550962-4383627-121220-367_K23.CEL	RG Ac44	San Bernardo	9.80244	-75.81946	La Pared	Colombia	San Bernardo	4
110	a550962-4383627-121220-367_M09.CEL	RG Ac54	Urabá Gulf	8.67194	-77.35722	Cabo Tiburon	Colombia	Urabá Gulf	4
111	a550962-4383627-121220-367_M13.CEL	RG Ac58	San Andrés	13.50027	-80.03194	Roncador	Colombia	San Andrés	2
112	a550962-4383627-121220-367_M15.CEL	RG Ac61	San Andrés	14.24861	-81.23861	Quita Sueño	Colombia	San Andrés	2
113	a550962-4383627-121220-367_M17.CEL	RG Ac63	San Andrés	14.24861	-81.23861	Quita Sueño	Colombia	San Andrés	2
114	a550962-4383627-121220-367_M19.CEL	RG Ac67	San Andrés	13.37777	-81.38666	Providencia	Colombia	San Andrés	2
115	a550962-4383627-121220-367_M21.CEL	RG Ac69	San Andrés	12.59528	-81.71111	West Point	Colombia	San Andrés	2
116	a550962-4383627-121220-367_M23.CEL	RG Ac70	San Andrés	12.59528	-81.71111	West Point	Colombia	San Andrés	2
117	a550962-4383627-121220-367_O01.CEL	RG Ac73	San Andrés	12.59528	-81.71111	Plaza de Toros	Colombia	San Andrés	2
118	a550962-4383627-121220-367_O03.CEL	RG Ac74	San Andrés	12.59528	-81.71111	Plaza de Toros	Colombia	San Andrés	2
119	a550962-4383627-121220-367_O05.CEL	RG Ac77	San Andrés	14.3625	-80.16138	Serrana	Colombia	San Andrés	2
120	a550962-4383627-121220-367_O07.CEL	RG Ac79	San Andrés	14.3625	-80.16138	Serrana	Colombia	San Andrés	2
121	a550962-4383627-121220-367_O09.CEL	RG Ac82	I. Arena	10.73864	-75.3498	I. Arena	Colombia	I. Arena	4
