1	0.64799
1	0.64798
1	0.64811
1	0.64787
1	0.64794
1	0.64804
1	0.64805
1	0.64797
1	0.64808
1	0.64788
1	0.64785
1	0.64806
1	0.64806
1	0.64798
1	0.64785
1	0.64792
1	0.64793
1	0.64788
1	0.6482
1	0.6479
2	0.59382
2	0.59405
2	0.59353
2	0.59391
2	0.59379
2	0.59423
2	0.59418
2	0.59377
2	0.59411
2	0.59386
2	0.59419
2	0.5938
2	0.59391
2	0.59396
2	0.59385
2	0.59411
2	0.59385
2	0.59394
2	0.59402
2	0.59364
3	0.57013
3	0.57003
3	0.57003
3	0.57025
3	0.57014
3	0.57028
3	0.57022
3	0.57011
3	0.57012
3	0.57035
3	0.57041
3	0.57038
3	0.57042
3	0.57027
3	0.57021
3	0.57023
3	0.57027
3	0.57016
3	0.57008
3	0.57016
4	0.55831
4	0.55837
4	0.55887
4	0.55821
4	0.55842
4	0.55838
4	0.55816
4	0.5581
4	0.55856
4	0.55864
4	0.55844
4	0.55835
4	0.55835
4	0.55822
4	0.55834
4	0.55855
4	0.55822
4	0.55858
4	0.55809
4	0.55805
5	0.56208
5	0.56174
5	0.56176
5	0.56263
5	0.56217
5	0.56193
5	0.56206
5	0.56211
5	0.56261
5	0.56203
5	0.56247
5	0.56262
5	0.56204
5	0.56215
5	0.56221
5	0.56199
5	0.56324
5	0.56191
5	0.56264
5	0.56252
6	0.59039
6	0.56842
6	0.56804
6	0.57676
6	0.58993
6	0.57682
6	0.57743
6	0.5675
6	0.57848
6	0.57704
6	0.57566
6	0.59168
6	0.5672
6	0.59055
6	0.5679
6	0.56756
6	0.59074
6	0.56745
6	0.57731
6	0.56752
7	0.59742
7	0.60633
7	0.5816
7	0.58329
7	0.59658
7	0.59731
7	0.58195
7	0.58148
7	0.59617
7	0.58404
7	0.5823
7	0.60566
7	0.5813
7	0.58093
7	0.59737
7	0.60578
7	0.59819
7	0.58007
7	0.5966
7	0.58347
8	0.59231
8	0.59682
8	0.61099
8	0.61389
8	0.61366
8	0.61275
8	0.6189
8	0.61015
8	0.61268
8	0.59657
8	0.61489
8	0.61159
8	0.5988
8	0.59542
8	0.61092
8	0.60947
8	0.61326
8	0.59689
8	0.61086
8	0.61039
9	0.64602
9	0.62934
9	0.62552
9	0.62766
9	0.62696
9	0.61125
9	0.63819
9	0.6233
9	0.62392
9	0.62742
9	0.62966
9	0.62829
9	0.60575
9	0.6279
9	0.62366
9	0.62445
9	0.60979
9	0.62523
9	0.61505
9	0.63005
10	0.6361
10	0.63331
10	0.63078
10	0.63634
10	0.64027
10	0.63665
10	0.63418
10	0.6246
10	0.64546
10	0.65286
10	0.62092
10	0.64805
10	0.64236
10	0.62395
10	0.64445
10	0.65527
10	0.64679
10	0.63677
10	0.62217
10	0.62834
